1 2 9 1981 26 1 -3 -3 1 1 1 1 16 8 4 -5 -5 -5 -5 16 17
2 1 7 1982 19 1 -4 -4 2 2 1 1 14 15 2 188857 1123 1 1 14 19
3 2 9 1983 26 1 63000 583 4 1 1 1 -4 12 2 -3 -3 0 -4 16 19
4 2 2 1981 33 1 11700 108 4 1 1 1 -4 12 2 -3 -3 1 1 13 19
5 1 10 1982 34 1 -3 -3 1 2 1 1 12 12 2 -3 -3 1 1 12 19
6 2 1 1982 25 1 -3 -3 4 3 1 1 -4 12 2 67000 263 1 0 14 19
7 1 4 1983 26 1 -3 -3 4 3 1 1 -4 12 2 -3 -3 0 -4 11 19
8 2 6 1981 36 1 -3 -3 1 3 1 1 6 12 4 100000 495 1 1 18 19
9 1 10 1982 37 1 -3 -3 1 3 1 1 6 12 4 150000 892 1 1 18 19
10 1 3 1984 38 1 -3 -3 1 3 1 1 6 12 4 263000 1301 1 1 16 19
11 2 6 1982 22 1 25000 198 4 2 1 1 -4 14 2 76000 376 1 1 16 19
12 1 10 1981 22 1 0 0 2 2 1 1 12 12 2 170000 668 1 1 14 19
13 1 11 1984 26 1 -4 -4 4 3 1 1 -4 6 2 24000 184 -3 -3 10 19
14 1 7 1980 31 1 0 0 1 1 1 1 12 12 2 -5 -5 -5 -5 11 18
15 2 1 1983 21 1 -4 -4 1 2 1 1 13 12 2 100000 495 0 -4 14 19
16 1 2 1982 34 1 13000 120 4 1 1 1 -4 11 2 0 0 1 1 16 19
17 2 11 1981 17 1 3750 14 2 4 1 1 10 14 2 38000 149 0 -4 10 19
18 1 2 1982 23 1 0 0 4 5 1 1 -4 15 1 -3 -3 0 -4 13 19
19 1 4 1984 26 1 0 0 4 5 1 1 -4 15 1 112000 570 1 1 -3 19
20 1 12 1980 23 1 -3 -3 4 2 1 1 -4 11 1 -5 -5 -5 -5 8 18
21 1 8 1982 28 1 0 0 4 2 1 1 -4 13 2 -3 -3 1 1 8 19
22 1 6 1982 -3 1 -3 -3 4 1 1 1 -4 11 2 52000 257 1 1 13 19
23 2 1 1983 32 1 -3 -3 4 2 1 1 -4 10 2 151000 747 1 1 16 19
24 1 6 1984 16 1 -3 -3 2 4 1 1 13 7 2 -5 -5 -5 -5 8 18
25 2 3 1983 -3 1 0 0 1 3 1 1 12 12 2 17500 40 1 1 8 19
26 1 10 1980 21 1 -3 -3 4 2 1 1 -4 12 1 -3 -3 0 -4 11 19
27 1 5 1981 26 1 -3 -3 4 4 1 1 -4 10 1 30000 100 1 0 -3 19
28 2 11 1983 18 1 13000 82 2 2 1 1 16 12 1 -3 -3 1 1 17 19
29 2 1 1983 -3 1 -3 -3 1 2 1 1 -3 -3 4 -5 -5 -5 -5 11 4
30 1 6 1981 31 1 -3 -3 1 1 1 1 -3 -3 4 -5 -5 -5 -5 10 2
31 1 7 1982 31 1 -4 -4 1 1 1 1 12 12 4 110000 432 1 1 16 19
32 2 7 1981 25 1 -4 -4 1 1 1 1 16 16 4 259000 1281 1 1 18 19
33 2 12 1980 35 1 -3 -3 1 1 1 1 16 14 4 105200 298 1 1 16 19
34 2 12 1984 32 1 9800 60 1 1 1 1 9 16 4 0 0 0 -4 17 19
35 1 1 1983 21 1 -4 -4 1 2 1 1 -3 -3 4 150750 592 1 1 16 19
36 2 8 1980 29 1 40500 255 1 2 1 1 16 15 4 -5 -5 -5 -5 15 18
37 2 11 1980 18 1 47500 299 1 2 1 1 11 -3 4 66000 505 1 1 17 19
38 2 9 1981 19 1 47500 299 1 2 1 1 11 -3 4 -3 -3 1 1 16 19
39 1 2 1980 28 1 -3 -3 1 2 1 1 -3 -3 2 -5 -5 -5 -5 16 18
40 2 5 1984 33 1 -4 -4 1 1 1 1 12 12 4 -5 -5 -5 -5 13 8
41 2 1 1983 31 1 -4 -4 1 3 1 1 12 12 4 200000 785 1 0 17 19
42 1 8 1983 29 1 -4 -4 1 2 1 1 -3 -3 4 -5 -5 -5 -5 17 14
43 2 10 1981 26 1 -3 -3 4 1 1 1 -4 -3 1 -3 -3 0 -4 13 19
44 1 12 1981 26 1 0 0 1 2 1 1 -3 -3 2 -3 -3 0 -4 13 19
45 2 2 1984 33 1 -3 -3 4 6 1 1 -4 8 1 0 0 1 1 13 19
46 1 2 1984 33 1 -3 -3 4 6 1 1 -4 8 1 0 0 0 -4 95 19
47 2 9 1982 19 1 5500 44 8 2 1 1 -4 -4 1 -3 -3 0 -4 14 19
48 2 7 1983 20 1 5500 44 8 2 1 1 -4 -4 1 62000 306 1 1 16 19
49 2 12 1982 19 1 -3 -3 2 1 1 1 -3 12 1 150800 491 1 1 12 19
50 2 2 1983 19 1 -3 -3 4 2 1 1 -4 12 1 27000 156 1 1 13 19
51 1 6 1980 16 1 3750 20 4 4 1 1 -4 12 1 48000 237 1 1 14 19
52 1 12 1983 19 1 3750 20 4 4 1 1 -4 12 1 130000 376 1 1 14 19
53 2 4 1984 20 1 -3 -3 1 2 1 1 12 12 1 -5 -5 -5 -5 12 17
54 2 12 1984 31 1 -3 -3 8 3 1 1 -4 -4 1 29444 100 1 1 16 19
55 2 2 1981 33 1 -3 -3 1 3 1 1 12 10 2 79000 391 1 1 16 19
56 2 2 1982 41 1 110700 696 1 2 1 1 16 18 4 -3 -3 1 1 18 19
57 1 12 1982 29 1 0 0 1 3 1 1 12 12 1 0 0 1 -3 12 19
58 1 11 1983 37 1 25500 160 1 2 1 1 12 12 1 200000 1189 1 1 15 19
59 2 4 1981 28 1 22800 181 9 1 1 1 -4 -4 1 47000 360 1 -3 15 19
60 1 1 1984 17 1 56600 302 2 3 1 1 12 14 4 150000 1148 0 -4 18 19
61 2 5 1983 29 1 -3 -3 4 2 1 1 -4 12 1 0 0 0 -4 14 19
62 1 3 1980 24 1 150000 943 1 2 1 1 14 14 1 -3 -3 1 1 17 19
63 2 10 1984 28 1 150000 943 1 2 1 1 14 14 1 60143 235 1 1 16 19
64 1 3 1980 -3 1 40000 317 1 1 1 1 12 15 1 90000 535 1 1 14 19
65 1 4 1984 40 1 -3 -3 1 3 1 1 -3 95 1 -5 -5 -5 -5 14 15
66 1 10 1980 24 1 -3 -3 10 3 1 1 -4 18 1 -5 -5 -5 -5 20 13
67 1 11 1980 27 1 -3 -3 4 3 1 1 -4 18 1 75000 433 1 1 19 19
68 1 1 1981 -3 1 -3 -3 10 3 1 1 -4 18 1 -5 -5 -5 -5 15 18
69 2 7 1981 -3 1 -3 -3 1 2 1 1 12 16 1 -5 -5 -5 -5 18 18
70 1 8 1982 -3 1 -3 -3 1 2 1 1 12 16 1 190000 746 1 1 16 19
71 1 1 1980 25 1 26015 241 8 1 1 1 -4 -4 1 30000 230 1 1 13 19
72 2 4 1982 25 1 -4 -4 1 2 1 1 12 11 1 -3 -3 0 -4 16 19
73 1 10 1984 27 1 -4 -4 1 2 1 1 12 11 1 200100 786 1 1 14 19
74 1 7 1983 -3 1 -3 -3 1 2 1 1 -3 -3 4 110000 560 1 1 20 19
75 1 1 1982 -3 1 -4 -4 5 2 1 1 8 -4 4 0 0 1 1 15 19
76 1 1 1982 -3 1 -4 -4 5 2 1 1 8 -4 4 -3 -3 1 1 14 19
77 2 11 1984 21 1 35500 223 1 2 1 1 12 12 2 -5 -5 -5 -5 15 12
78 2 7 1981 28 1 -3 -3 4 1 1 1 -4 -3 4 -3 -3 1 0 14 19
79 1 12 1983 18 1 -3 -3 5 1 1 1 14 -4 2 -3 -3 1 1 13 19
80 1 6 1981 20 1 30000 188 4 3 1 1 -4 12 1 -5 -5 -5 -5 11 18
81 2 1 1984 32 1 4810 29 4 1 1 1 -4 12 1 0 0 0 -4 11 19
82 1 7 1984 19 1 -3 -3 4 4 1 1 -4 -3 2 48000 237 1 1 16 19
83 1 9 1981 23 1 -3 -3 4 3 1 1 -4 6 2 -5 -5 -5 -5 12 17
84 2 2 1984 25 1 -3 -3 4 3 1 1 -4 6 2 -3 -3 1 0 16 19
85 1 2 1984 20 1 12000 75 4 3 1 1 -4 12 4 80000 314 1 1 12 19
86 2 10 1980 27 1 -3 -3 1 1 1 1 12 12 4 163300 641 0 -4 18 19
87 1 5 1984 26 1 42500 267 1 2 1 1 14 12 2 -5 -5 -5 -5 15 13
88 1 1 1981 20 1 -4 -4 1 3 1 1 12 12 4 152000 587 0 -4 12 19
89 1 11 1981 15 1 -4 -4 1 6 1 1 6 6 4 249000 978 1 1 20 19
90 1 11 1981 27 1 -3 -3 1 2 1 1 12 16 2 235000 907 1 1 16 19
91 2 9 1982 28 1 -3 -3 1 2 1 1 12 16 2 175000 1041 1 1 16 19
92 1 4 1983 27 1 37600 236 1 2 1 1 12 10 4 -3 -3 0 -4 12 19
93 1 9 1983 22 1 29000 182 1 2 1 1 12 8 2 104000 529 1 1 14 19
94 2 9 1980 18 1 17500 162 4 1 1 1 -4 10 1 -3 -3 0 -4 14 19
95 1 7 1982 33 1 34738 211 1 1 1 1 8 8 2 -5 -5 -5 -5 11 11
96 1 7 1982 -3 1 75500 475 1 2 1 1 14 12 4 -5 -5 -5 -5 16 12
97 1 6 1980 37 1 41100 250 1 1 1 1 12 12 2 212000 669 1 1 16 19
98 1 1 1980 -3 1 -4 -4 1 2 1 1 -3 -3 4 -5 -5 -5 -5 18 15
99 1 6 1982 25 1 -3 -3 2 4 1 1 10 8 2 -5 -5 -5 -5 11 8
100 2 1 1981 30 1 26000 240 4 1 1 1 -4 10 1 82000 259 1 1 11 19
101 2 7 1981 31 1 -3 -3 4 5 1 1 -4 6 1 -5 -5 -5 -5 12 18
102 2 4 1982 25 1 80000 427 1 3 1 1 12 12 2 3750 29 1 1 16 19
103 2 11 1983 26 1 80000 427 1 3 1 1 12 12 2 -5 -5 -5 -5 12 6
104 2 11 1980 21 1 75673 361 1 4 1 1 16 13 4 136000 809 1 1 16 19
105 1 8 1983 24 1 75673 361 1 4 1 1 16 13 4 200000 667 1 1 12 19
106 1 11 1981 32 1 92300 580 1 2 1 1 12 16 4 -5 -5 -5 -5 14 12
107 2 8 1982 28 1 135000 644 1 4 1 1 19 16 4 260000 1021 1 1 18 19
108 1 9 1984 30 1 135000 644 1 4 1 1 19 16 4 175000 1041 1 1 20 19
109 2 3 1982 25 1 76500 365 1 4 1 1 12 12 4 467966 2241 0 -4 16 19
110 2 2 1984 26 1 76500 365 1 4 1 1 12 12 4 178000 699 1 1 18 19
111 2 1 1981 -3 1 63850 322 6 1 1 1 13 12 4 -3 -3 0 -4 16 19
112 2 4 1984 28 1 -4 -4 1 2 1 1 12 12 4 467966 2241 1 1 18 19
113 1 4 1984 21 1 66600 361 4 4 1 1 -4 15 4 150000 589 1 1 17 19
114 2 7 1982 24 1 76716 607 1 1 1 1 13 12 4 79000 264 1 0 16 19
115 2 10 1984 23 1 -3 -3 1 1 1 1 12 12 2 467966 2241 1 1 10 19
116 1 10 1984 17 1 31750 199 4 3 2 1 -4 12 1 115000 569 1 1 12 19
117 1 10 1984 17 1 31750 199 4 3 2 1 -4 12 1 140000 541 1 1 12 19
118 1 6 1980 34 1 98500 599 1 1 1 1 16 12 4 -5 -5 -5 -5 17 12
119 1 9 1982 28 1 246474 1627 1 2 1 1 12 15 4 130000 643 1 1 16 19
120 1 6 1982 34 1 -4 -4 5 1 1 1 17 -4 4 -5 -5 -5 -5 20 18
121 1 12 1981 27 1 77900 490 1 2 1 1 14 14 4 -5 -5 -5 -5 13 18
122 1 6 1984 30 1 77900 490 1 2 1 1 14 14 4 89000 440 1 1 12 19
